Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,13.731820101565672,0.046593258891828845,0.05,0.005,0.0024151234567901234,13.68674243774414,3.521699270629883,0.0,100,80000
2,13.741813630007782,0.046593258891828845,0.05,0.005,0.0024151234567901234,13.686780476379395,3.521704219055176,0.0,100,80000
3,13.732289145982595,0.046593258891828845,0.05,0.005,0.0024151234567901234,13.68681780090332,3.5217089988708494,0.0,100,80000
4,13.735322384790697,0.046593258891828845,0.05,0.005,0.0024151234567901234,13.686853730773926,3.52171364440918,0.0,100,80000
5,13.72847686739663,0.046593258891828845,0.05,0.005,0.0024151234567901234,13.68689048614502,3.521718381500244,0.0,100,80000
6,13.729075456286262,0.046593258891828845,0.05,0.005,0.0024151234567901234,13.686927809143066,3.5217231658935546,0.0,100,80000
7,13.735106519795497,0.046593258891828845,0.05,0.005,0.0024151234567901234,13.686965028381348,3.521727939224243,0.0,100,80000
8,13.733852063315089,0.046593258891828845,0.05,0.005,0.0024151234567901234,13.687001809692383,3.5217326320648192,0.0,100,80000
9,13.718688734988858,0.046593258891828845,0.05,0.005,0.0024151234567901234,13.687037719726563,3.5217371997833253,0.0,100,80000
10,13.725304837508183,0.046593258891828845,0.05,0.005,0.0024151234567901234,13.687072340393067,3.521741623687744,0.0,100,80000
FINAL,,0.046593258891828845,0.05,0.005,0.0024151234567901234,13.687072340393067,3.521741623687744,0.0,,
