Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.4698810865340609,0.0,0.04,0.004,0.0010591133004926108,0.4507595485773451,0.4509869097005727,0.5492468134414832,97,6706
2,0.46468435671933145,0.0,0.08,0.008,0.0023256077256077253,0.4507350817339998,0.4510489913569127,0.5492468134414832,97,6706
3,0.4678829217794078,0.0,0.04,0.004,0.0013636363636363635,0.45073037531533355,0.45112167062240016,0.5492468134414832,97,6706
4,0.4699611341291024,0.0,0.08,0.008,0.0020919811371424273,0.45071770715271475,0.45115155057586637,0.5492468134414832,97,6706
5,0.47449271536512794,0.0,0.1,0.01,0.0021798932250545154,0.4507006427504096,0.4512082516525463,0.5492468134414832,97,6706
6,0.47296593070084286,0.0,0.08,0.008,0.0011552868184447132,0.45070435129201014,0.45126680924469736,0.5492468134414832,97,6706
7,0.4684182188661335,0.0,0.16,0.016,0.004282599886930052,0.45073215958693624,0.45135772766961973,0.5492468134414832,97,6706
8,0.4649116678108931,0.0,0.08,0.01,0.002647816812502721,0.4506940128905472,0.4514215984322381,0.5492468134414832,97,6706
9,0.46792258259033975,0.0,0.12,0.016,0.0027422338896784188,0.450653730994166,0.45144933897263756,0.5492468134414832,97,6706
10,0.4646940898326087,0.0,0.14,0.014000000000000002,0.0033667202693899024,0.45065809884739916,0.45152273100745777,0.5492468134414832,97,6706
FINAL,,0.0,0.14,0.014000000000000002,0.0033667202693899024,0.45065809884739916,0.45152273100745777,0.5492468134414832,,
