Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.47343323626028605,0.0,0.08,0.008,0.00744965548579343,0.4507689352383619,0.4509577635127451,0.5492468134414832,97,6706
2,0.47359050956454396,0.0,0.12,0.012,0.010405459180306801,0.45076525080107316,0.4509621130632774,0.5492468134414832,97,6706
3,0.4774565069283137,0.0,0.12,0.012000000000000002,0.008066749502887448,0.4507594069213469,0.4509700949747344,0.5492468134414832,97,6706
4,0.4741529697509919,0.0,0.08,0.008,0.007570431905635271,0.45075429093658165,0.4509740732221725,0.5492468134414832,97,6706
5,0.4723836951081728,0.0,0.06,0.006000000000000001,0.007409141583054626,0.4507526739447584,0.45097158129218,0.5492468134414832,97,6706
6,0.46314159843503644,0.0,0.1,0.01,0.0076319703671737325,0.4507551985433452,0.45098258556662124,0.5492468134414832,97,6706
7,0.46088863605206043,0.0,0.12,0.012000000000000002,0.0078188862550242,0.4507609536722389,0.45099035862008774,0.5492468134414832,97,6706
8,0.4627939696796279,0.0,0.1,0.01,0.008151613026460648,0.45075994840502603,0.4509947899457063,0.5492468134414832,97,6706
9,0.4741318035099651,0.0,0.1,0.01,0.008151613026460648,0.450762606233462,0.45099826317673347,0.5492468134414832,97,6706
10,0.47212528499010786,0.0,0.08,0.008,0.007964697138610182,0.45075876971108886,0.4510075148121645,0.5492468134414832,97,6706
FINAL,,0.0,0.08,0.008,0.007964697138610182,0.45075876971108886,0.4510075148121645,0.5492468134414832,,
