Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.4682718942205237,0.0,0.08,0.008,0.0026349714369800453,0.4507640282497207,0.4509225007694815,0.5492468134414832,48,6675
2,0.4581720812647662,0.0,0.08,0.008,0.0026349714369800453,0.45076402603958327,0.4509225118201688,0.5492468134414832,48,6675
3,0.47241761013525685,0.0,0.08,0.008,0.0026349714369800453,0.45076403266999565,0.450922515135375,0.5492468134414832,48,6675
4,0.46925208130430396,0.0,0.08,0.008,0.0026349714369800453,0.45076402610865,0.45092251955564994,0.5492468134414832,48,6675
5,0.46974724163090104,0.0,0.08,0.008,0.0026349714369800453,0.4507640272137188,0.4509225283961998,0.5492468134414832,48,6675
6,0.4596435797243883,0.0,0.08,0.008,0.0026349714369800453,0.4507640415796123,0.45092252066071864,0.5492468134414832,48,6675
7,0.464871289744132,0.0,0.08,0.008,0.0026349714369800453,0.4507640415796123,0.45092251955564994,0.5492468134414832,48,6675
8,0.4718258504619599,0.0,0.08,0.008,0.0026349714369800453,0.4507640415796123,0.45092253392154347,0.5492468134414832,48,6675
9,0.46934229891333784,0.0,0.06,0.006000000000000001,0.0019206857226943307,0.4507640438588166,0.4509225383418184,0.5492468134414832,48,6675
10,0.4613200415046952,0.0,0.06,0.006000000000000001,0.0019206857226943307,0.45076404061267716,0.45092253392154347,0.5492468134414832,48,6675
FINAL,,0.0,0.06,0.006000000000000001,0.0019206857226943307,0.45076404061267716,0.45092253392154347,0.5492468134414832,,
