Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,13.730450573702486,0.06305371789252255,0.08,0.008,0.0026457149576573046,13.68969241027832,3.5221511466979982,0.0,100,80000
2,13.725392577107558,0.06305371789252255,0.08,0.008,0.0026457149576573046,13.689661660766602,3.522147176742554,0.0,100,80000
3,13.730660210776065,0.06305371789252255,0.08,0.008,0.0026457149576573046,13.689631057739257,3.5221432792663574,0.0,100,80000
4,13.726831491308026,0.06305371789252255,0.08,0.008,0.0026457149576573046,13.689602450561523,3.522139552307129,0.0,100,80000
5,13.725240872909806,0.06305371789252255,0.08,0.008,0.0026457149576573046,13.689570829772949,3.522135466003418,0.0,100,80000
6,13.716075330439928,0.06309347322270362,0.08,0.008,0.0026457149576573046,13.689540228271484,3.522131446838379,0.0,100,80000
7,13.728290692245782,0.06309347322270362,0.08,0.008,0.0026457149576573046,13.68951128540039,3.5221276374816894,0.0,100,80000
8,13.724491372909403,0.06309347322270362,0.08,0.008,0.0026457149576573046,13.689479306030274,3.522123543548584,0.0,100,80000
9,13.719235159401196,0.06309347322270362,0.08,0.008,0.0026457149576573046,13.689445568847656,3.5221191051483154,0.0,100,80000
10,13.706648077611769,0.06309347322270362,0.08,0.008,0.0026457149576573046,13.68941178894043,3.522114626312256,0.0,100,80000
FINAL,,0.06309347322270362,0.08,0.008,0.0026457149576573046,13.68941178894043,3.522114626312256,0.0,,
