Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.4600935743209421,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.4507482152686887,0.4509460453639025,0.5492468134414832,99,6804
2,0.4549620682659051,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.45074820642813884,0.45094603983855885,0.5492468134414832,99,6804
3,0.460683318768338,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.4507482140945532,0.45094604646897124,0.5492468134414832,99,6804
4,0.46340030014016154,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.45074820974334506,0.45094605088924616,0.5492468134414832,99,6804
5,0.46950208713596897,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.45074821305855123,0.45094605088924616,0.5492468134414832,99,6804
6,0.4611339805770383,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.4507482152686887,0.450946043153765,0.5492468134414832,99,6804
7,0.4672757618587435,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.45074822300416983,0.45094603983855885,0.5492468134414832,99,6804
8,0.4615734496755027,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.4507482129894845,0.45094603431321517,0.5492468134414832,99,6804
9,0.4582348007504277,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.45074822072496556,0.4509460221574591,0.5492468134414832,99,6804
10,0.46402626036163325,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.4507482228660363,0.45094603099800895,0.5492468134414832,99,6804
FINAL,,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.4507482228660363,0.45094603099800895,0.5492468134414832,,
