Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.4694585504412137,0.0,0.02,0.004,0.0009523809523809524,0.45076400062300237,0.4509111141412587,0.5492468134414832,97,6706
2,0.4752824464976101,0.0,0.02,0.004,0.0009523809523809524,0.4507639973077962,0.45091110861591505,0.5492468134414832,97,6706
3,0.4775282890500839,0.0,0.02,0.004,0.0009523809523809524,0.4507639928875213,0.4509111008804339,0.5492468134414832,97,6706
4,0.4724859061812657,0.0,0.02,0.004,0.0009523809523809524,0.4507639906773838,0.45091109203988405,0.5492468134414832,97,6706
5,0.47283186506193836,0.0,0.02,0.004,0.0009523809523809524,0.45076398625710884,0.4509110942500215,0.5492468134414832,97,6706
6,0.4666332539806953,0.0,0.02,0.004,0.0009523809523809524,0.45076398508297333,0.4509110898297466,0.5492468134414832,97,6706
7,0.47776451784149204,0.0,0.02,0.004,0.0009523809523809524,0.45076398176776716,0.45091108209426545,0.5492468134414832,97,6706
8,0.4606986213729562,0.0,0.02,0.004,0.0009523809523809524,0.45076397520642153,0.4509110809891967,0.5492468134414832,97,6706
9,0.4711808510212198,0.0,0.02,0.004,0.0009523809523809524,0.4507639773474922,0.45091108209426545,0.5492468134414832,97,6706
10,0.47198436952277784,0.0,0.02,0.004,0.0009523809523809524,0.4507639762424235,0.450911079884128,0.5492468134414832,97,6706
FINAL,,0.0,0.02,0.004,0.0009523809523809524,0.4507639762424235,0.450911079884128,0.5492468134414832,,
