Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.463123433206316,0.0,0.04,0.004,0.0026050420168067224,0.45074248576357634,0.4509111506085269,0.5492468134414832,97,6706
2,0.47920174649686825,0.0,0.02,0.002,0.0014285714285714286,0.45074996825303293,0.4509178970531406,0.5492468134414832,97,6706
3,0.4754932559372882,0.0,0.02,0.002,0.0014285714285714286,0.4507469360134969,0.45091646046378797,0.5492468134414832,97,6706
4,0.4713242784026639,0.0,0.06,0.006000000000000001,0.0021560846560846557,0.45074582196608065,0.4509186407643978,0.5492468134414832,97,6706
5,0.46447023801854054,0.0,0.08,0.008,0.0031623282750275605,0.4507426901322251,0.45092435396974634,0.5492468134414832,97,6706
6,0.465970505372084,0.0,0.08,0.008,0.002047396148330728,0.45073454342739333,0.45092620827508,0.5492468134414832,97,6706
7,0.4694969299839572,0.0,0.08,0.008,0.002343000543935123,0.4507384799584867,0.45093739488586215,0.5492468134414832,97,6706
8,0.47148041337187113,0.0,0.06,0.006000000000000001,0.001985857686792266,0.4507347737651573,0.45094235553940365,0.5492468134414832,97,6706
9,0.4729169729058967,0.0,0.08,0.008,0.0027005133456746355,0.4507373601785264,0.450947441065712,0.5492468134414832,97,6706
10,0.46197085727741855,0.0,0.08,0.008,0.0028012459464072364,0.45074391544624937,0.4509601692473764,0.5492468134414832,97,6706
FINAL,,0.0,0.08,0.008,0.0028012459464072364,0.45074391544624937,0.4509601692473764,0.5492468134414832,,
