Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.46756757563414625,0.0,0.08,0.008,0.0006694849317098337,0.4507740255302792,0.45094073108836646,0.5492468134414832,97,6706
2,0.47453974828740686,0.0,0.08,0.008,0.0006694849317098337,0.45077402767134983,0.4509407244579541,0.5492468134414832,97,6706
3,0.46844184908375225,0.0,0.08,0.008,0.0006694849317098337,0.4507740199358687,0.4509407222478166,0.5492468134414832,97,6706
4,0.47262820705578074,0.0,0.08,0.008,0.0006694849317098337,0.4507740122003876,0.45094072777316024,0.5492468134414832,97,6706
5,0.4699316094649674,0.0,0.08,0.008,0.0006694849317098337,0.4507740023238358,0.4509407189326104,0.5492468134414832,97,6706
6,0.47724114365328313,0.0,0.08,0.008,0.0006694849317098337,0.4507740033598377,0.45094072114274786,0.5492468134414832,97,6706
7,0.4760963835744217,0.0,0.08,0.008,0.0006694849317098337,0.45077399783449407,0.4509407156174042,0.5492468134414832,97,6706
8,0.47854143835143315,0.0,0.08,0.008,0.0006694849317098337,0.45077400011369834,0.45094071451233547,0.5492468134414832,97,6706
9,0.4687992223147701,0.0,0.08,0.008,0.0006694849317098337,0.45077399893956277,0.450940712302198,0.5492468134414832,97,6706
10,0.4734033131578739,0.0,0.08,0.008,0.0006694849317098337,0.45077399893956277,0.45094072114274786,0.5492468134414832,97,6706
FINAL,,0.0,0.08,0.008,0.0006694849317098337,0.45077399893956277,0.45094072114274786,0.5492468134414832,,
