Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,13.729576029029106,0.0705969060720296,0.09,0.009000000000000001,0.00497093146960975,13.69207209777832,3.5226056507110597,0.0,100,80000
2,13.721000976414553,0.07101508777483563,0.09,0.009000000000000001,0.00497093146960975,13.69207317199707,3.5226061012268066,0.0,100,80000
3,13.725631408001945,0.07101508777483563,0.09,0.009000000000000001,0.00497093146960975,13.692074954223633,3.522606658172607,0.0,100,80000
4,13.718001299715977,0.07101508777483563,0.09,0.009000000000000001,0.00497093146960975,13.692077114868164,3.522607262802124,0.0,100,80000
5,13.71821031447612,0.07101508777483563,0.1,0.01,0.005094388259733207,13.69207961730957,3.5226079021453858,0.0,100,80000
6,13.722974480168405,0.07101508777483563,0.1,0.01,0.005094388259733207,13.69208339691162,3.5226086750030516,0.0,100,80000
7,13.729028912416723,0.07101508777483563,0.1,0.01,0.005094388259733207,13.692086657714844,3.522609359741211,0.0,100,80000
8,13.725471450486925,0.07101508777483563,0.1,0.01,0.005094388259733207,13.692091822814941,3.522610334777832,0.0,100,80000
9,13.723330180378644,0.07101508777483563,0.1,0.01,0.005094388259733207,13.69209712524414,3.522611331176758,0.0,100,80000
10,13.722451184566182,0.07145332528322415,0.1,0.01,0.005094388259733207,13.692102476501464,3.522612322616577,0.0,100,80000
FINAL,,0.07145332528322415,0.1,0.01,0.005094388259733207,13.692102476501464,3.522612322616577,0.0,,
