Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.47154936668868247,0.0,0.02,0.002,0.0007142857142857143,0.4507739180623449,0.45095272439932355,0.5492468134414832,97,6706
2,0.47049358576060213,0.0,0.06,0.006000000000000001,0.0012557161148710444,0.4507738812497427,0.4509597393756393,0.5492468134414832,97,6706
3,0.47401128761814265,0.0,0.12,0.012000000000000002,0.0033368074373416774,0.4507859865870426,0.45097063535334475,0.5492468134414832,97,6706
4,0.46554954825525274,0.0,0.1,0.012,0.0026621103034896137,0.4507883632445529,0.4509803234909252,0.5492468134414832,97,6706
5,0.4684146945661216,0.0,0.06,0.008,0.0008887112887112889,0.4507865871228321,0.4509841978619024,0.5492468134414832,97,6706
6,0.4679101545192908,0.0,0.04,0.004,0.0005674325674325675,0.45078819444530394,0.45099301299518396,0.5492468134414832,97,6706
7,0.4667230535444216,0.0,0.02,0.002,0.0003076923076923077,0.4507800112041372,0.45099213336047267,0.5492468134414832,97,6706
8,0.4734137805305281,0.0,0.02,0.002,0.00016129032258064516,0.45077989309991634,0.45100471014772064,0.5492468134414832,97,6706
9,0.47241545603553714,0.0,0.02,0.002,0.0014285714285714286,0.4507790493108721,0.45101515525738306,0.5492468134414832,97,6706
10,0.4669357790063967,0.0,0.02,0.002,6.153846153846154e-05,0.4507887872456123,0.451024299701147,0.5492468134414832,97,6706
FINAL,,0.0,0.02,0.002,6.153846153846154e-05,0.4507887872456123,0.451024299701147,0.5492468134414832,,
