Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.48290893744739843,0.0,0.1,0.01,0.0017506972559604137,0.4507665924235816,0.4509478245245623,0.5492468134414832,97,6706
2,0.4722284742751342,0.0,0.1,0.01,0.0017506972559604137,0.4507665913185128,0.45094782010428736,0.5492468134414832,97,6706
3,0.4744449313923754,0.0,0.1,0.01,0.0017506972559604137,0.45076659905399397,0.4509478223144248,0.5492468134414832,97,6706
4,0.4790825672008022,0.0,0.1,0.01,0.0017506972559604137,0.4507665868982379,0.45094781899921865,0.5492468134414832,97,6706
5,0.47074128416041155,0.0,0.1,0.01,0.0017506972559604137,0.45076659456465223,0.4509478178941499,0.5492468134414832,97,6706
6,0.47647819418597487,0.0,0.1,0.01,0.0017506972559604137,0.45076659463371904,0.45094781015866875,0.5492468134414832,97,6706
7,0.4753509828495835,0.0,0.1,0.01,0.0017506972559604137,0.45076659794892526,0.45094781015866875,0.5492468134414832,97,6706
8,0.47669684662156375,0.0,0.1,0.01,0.0017506972559604137,0.45076659345958353,0.4509478079485313,0.5492468134414832,97,6706
9,0.47061403596542195,0.0,0.1,0.01,0.0017506972559604137,0.4507665923545148,0.4509478057383938,0.5492468134414832,97,6706
10,0.48083075733781483,0.0,0.1,0.01,0.0017506972559604137,0.4507666000899959,0.4509478013181189,0.5492468134414832,97,6706
FINAL,,0.0,0.1,0.01,0.0017506972559604137,0.4507666000899959,0.4509478013181189,0.5492468134414832,,
