Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.4698897989052896,0.0,0.04,0.004,0.0007838827838827838,0.4507670179441105,0.45099866873695843,0.5492468134414832,97,6706
2,0.47446653321516247,0.0,0.1,0.01,0.0031181485181485187,0.4507570659713701,0.45105416197351345,0.5492468134414832,97,6706
3,0.4684081065856218,0.0,0.08,0.008,0.0011941465941465942,0.45075143668217843,0.45111460812812887,0.5492468134414832,97,6706
4,0.47580457123681513,0.0,0.1,0.01,0.007175999439157334,0.45072942854769676,0.4511811166898124,0.5492468134414832,97,6706
5,0.46396593523420354,0.0,0.12,0.014000000000000002,0.00832535885167464,0.4507342542447193,0.45124976797976885,0.5492468134414832,97,6706
6,0.4719003444530718,0.0,0.06,0.006000000000000001,0.0035202492211838005,0.4507357617656712,0.4512817751905457,0.5492468134414832,97,6706
7,0.4750572915841528,0.0,0.1,0.01,0.005589382448537379,0.4507753812424139,0.45136249604120177,0.5492468134414832,97,6706
8,0.4684505631579702,0.0,0.04,0.006000000000000001,0.0003099928109273904,0.45078330762416713,0.4514608316874587,0.5492468134414832,97,6706
9,0.47403069142686705,0.0,0.2,0.022000000000000002,0.009882825233158645,0.45078037318321396,0.4515325727495921,0.5492468134414832,97,6706
10,0.4708928460207671,0.0,0.12,0.014000000000000002,0.002152270375582251,0.4507695783192976,0.4515894627930253,0.5492468134414832,97,6706
FINAL,,0.0,0.12,0.014000000000000002,0.002152270375582251,0.4507695783192976,0.4515894627930253,0.5492468134414832,,
