Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.46483067124610283,0.0,0.06,0.006000000000000001,0.004167341430499325,0.45073179512145484,0.4509109616417736,0.5492468134414832,99,6804
2,0.470360631373535,0.0,0.06,0.006000000000000001,0.004167341430499325,0.4507317918753154,0.4509109594316361,0.5492468134414832,99,6804
3,0.4659224251276084,0.0,0.06,0.006000000000000001,0.004167341430499325,0.45073179512145484,0.45091095722149865,0.5492468134414832,99,6804
4,0.4629648949907534,0.0,0.06,0.006000000000000001,0.004167341430499325,0.45073179284225057,0.4509109561164299,0.5492468134414832,99,6804
5,0.4623915318127114,0.0,0.06,0.006000000000000001,0.004167341430499325,0.4507317940163861,0.4509109605367048,0.5492468134414832,99,6804
6,0.46298127242127607,0.0,0.06,0.006000000000000001,0.004167341430499325,0.4507317918062486,0.45091095722149865,0.5492468134414832,99,6804
7,0.4571008709020071,0.0,0.06,0.006000000000000001,0.004167341430499325,0.45073179843666106,0.4509109561164299,0.5492468134414832,99,6804
8,0.4661526531692389,0.0,0.06,0.006000000000000001,0.004167341430499325,0.4507317940163861,0.4509109594316361,0.5492468134414832,99,6804
9,0.4586607793552642,0.0,0.06,0.006000000000000001,0.004167341430499325,0.4507317918062486,0.4509109550113612,0.5492468134414832,99,6804
10,0.4625127050566011,0.0,0.06,0.006000000000000001,0.004167341430499325,0.4507318038929379,0.4509109461708113,0.5492468134414832,99,6804
FINAL,,0.0,0.06,0.006000000000000001,0.004167341430499325,0.4507318038929379,0.4509109461708113,0.5492468134414832,,
