Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.4665878125334958,0.0,0.06,0.008,0.0010002699055330635,0.450806002973267,0.4511470617866737,0.5492468134414832,97,6706
2,0.4678172564939717,0.0,0.04,0.006000000000000001,0.0003794871794871794,0.45080099528523754,0.4513188458262562,0.5492468134414832,97,6706
3,0.46846008677903095,0.0,0.12,0.013999999999999999,0.005681665288116901,0.450759764411082,0.4515260649998246,0.5492468134414832,97,6706
4,0.47437258753547634,0.0,0.06,0.006000000000000001,0.0011150234741784037,0.45072978866197005,0.45171751373750724,0.5492468134414832,97,6706
5,0.46911407303505304,0.0,0.12,0.012000000000000002,0.0041989756590651685,0.4506884364374543,0.4518212078620495,0.5492468134414832,97,6706
6,0.4688711602262004,0.0,0.14,0.013999999999999999,0.002096818556908066,0.4507169004525398,0.4521360563099177,0.5492468134414832,97,6706
7,0.4686292291762481,0.0,0.08,0.008,0.0015675071275966365,0.45076673470118095,0.4523891789335779,0.5492468134414832,97,6706
8,0.4689574120085673,0.0,0.02,0.002,0.0002564102564102564,0.45078297865901873,0.45254507650505765,0.5492468134414832,97,6706
9,0.47334652602097477,0.0,0.06,0.006000000000000001,0.0009235280848184075,0.45074231565205825,0.45273216132631444,0.5492468134414832,97,6706
10,0.4691670611050363,0.0,0.06,0.006000000000000001,0.0009235280848184075,0.45077428915823875,0.4530077323162128,0.5492468134414832,97,6706
FINAL,,0.0,0.06,0.006000000000000001,0.0009235280848184075,0.45077428915823875,0.4530077323162128,0.5492468134414832,,
