Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.4653022545728739,0.0,0.1,0.01,0.008234543738859958,0.45074916921927227,0.45093584889470495,0.5492468134414832,97,6706
2,0.46112935484812767,0.0,0.08,0.01,0.00982464846980976,0.4507429627388681,0.45094150242634196,0.5492468134414832,97,6706
3,0.47472861502055924,0.0,0.1,0.01,0.009938608583769874,0.45074422424389343,0.45094564974929613,0.5492468134414832,97,6706
4,0.4672742939818631,0.0,0.1,0.01,0.009938608583769874,0.45074202239444333,0.4509480101761094,0.5492468134414832,97,6706
5,0.46610190485030806,0.0,0.1,0.012,0.011938608583769874,0.4507397733033049,0.4509590221860318,0.5492468134414832,97,6706
6,0.46644057442573167,0.0,0.1,0.01,0.009843488649940262,0.450740659430295,0.4509684163753293,0.5492468134414832,97,6706
7,0.47559798899760697,0.0,0.1,0.01,0.0034332322396838527,0.45074947048863556,0.4509822297344893,0.5492468134414832,97,6706
8,0.4695216705344448,0.0,0.08,0.008,0.002688319088319089,0.4507503645583072,0.45098362654136753,0.5492468134414832,97,6706
9,0.47672865756460286,0.0,0.1,0.01,0.0036290847742460647,0.4507509088046581,0.4509883993332245,0.5492468134414832,97,6706
10,0.470619302129421,0.0,0.14,0.014000000000000002,0.004178428113833307,0.4507506654132697,0.45099928868051753,0.5492468134414832,97,6706
FINAL,,0.0,0.14,0.014000000000000002,0.004178428113833307,0.4507506654132697,0.45099928868051753,0.5492468134414832,,
