Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.4712409314616096,0.0,0.06,0.006000000000000001,0.005350877192982456,0.45076236995595353,0.4511182404890536,0.5492468134414832,97,6706
2,0.4769995293972792,0.0,0.06,0.006000000000000001,0.0030572862582208377,0.45074279290361724,0.45134842299088956,0.5492468134414832,97,6706
3,0.46498163522706243,0.0,0.04,0.004,0.001394871794871795,0.45067438873465615,0.4515471154541157,0.5492468134414832,97,6706
4,0.47168759237399266,0.0,0.12,0.012000000000000002,0.0029677988677988677,0.4506462650116736,0.45178750437076787,0.5492468134414832,97,6706
5,0.4741665503954508,0.0,0.08,0.008,0.0009778145391048617,0.45068097059309553,0.45201196261656795,0.5492468134414832,97,6706
6,0.46540830261194255,0.0,0.02,0.002,0.00016129032258064516,0.45054934523473056,0.45215149854038983,0.5492468134414832,97,6706
7,0.46743645094429576,0.0,0.06,0.006000000000000001,0.0038649940262843485,0.4505484994427492,0.45237240620035146,0.5492468134414832,97,6706
8,0.4769480371157906,0.0,0.02,0.002,0.00016129032258064516,0.4506816021398763,0.4525374426902515,0.5492468134414832,97,6706
9,0.4738905233140998,0.0,0.06,0.006000000000000001,0.0036815395437644455,0.4507269275008872,0.4527709116664988,0.5492468134414832,97,6706
10,0.4678088589476375,0.0,0.08,0.008,0.0068780823025305195,0.45060178012450075,0.45296686908461126,0.5492468134414832,97,6706
FINAL,,0.0,0.08,0.008,0.0068780823025305195,0.45060178012450075,0.45296686908461126,0.5492468134414832,,
