Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.4790909791297951,0.0,0.06,0.006000000000000001,0.0016604544506983532,0.4507463260846232,0.450935927354585,0.5492468134414832,97,6706
2,0.46922297213561637,0.0,0.06,0.006000000000000001,0.0016604544506983532,0.4507463293998294,0.450935927354585,0.5492468134414832,97,6706
3,0.47880534690353194,0.0,0.06,0.006000000000000001,0.0016604544506983532,0.45074632829476063,0.450935927354585,0.5492468134414832,97,6706
4,0.470277929931708,0.0,0.06,0.006000000000000001,0.0016604544506983532,0.45074633160996685,0.4509359317748599,0.5492468134414832,97,6706
5,0.4784515649996073,0.0,0.06,0.006000000000000001,0.0016604544506983532,0.45074632829476063,0.4509359207241726,0.5492468134414832,97,6706
6,0.48021283606701937,0.0,0.06,0.006000000000000001,0.0016604544506983532,0.45074632159528144,0.45093591298869146,0.5492468134414832,97,6706
7,0.47312308126868013,0.0,0.06,0.006000000000000001,0.0016604544506983532,0.45074632049021274,0.45093591298869146,0.5492468134414832,97,6706
8,0.4776293411064556,0.0,0.06,0.006000000000000001,0.0016604544506983532,0.450746319385144,0.45093590193800415,0.5492468134414832,97,6706
9,0.47686077100541013,0.0,0.06,0.006000000000000001,0.0016604544506983532,0.45074631054459413,0.45093590856841653,0.5492468134414832,97,6706
10,0.47417071802386596,0.0,0.06,0.006000000000000001,0.0016604544506983532,0.450746316000871,0.450935894202523,0.5492468134414832,97,6706
FINAL,,0.0,0.06,0.006000000000000001,0.0016604544506983532,0.450746316000871,0.450935894202523,0.5492468134414832,,
