Round,Train_Loss,NDCG@10,Hit@10,Precision@10,Recall@10,MSE,MAE,Accuracy,Num_Clients,Total_Samples
1,0.4711038288304003,0.0,0.12,0.012000000000000002,0.002785574462883092,0.4507298268559081,0.45097398702681135,0.5492468134414832,97,6706
2,0.46308359117853365,0.0,0.1,0.01,0.002293352280618834,0.45074570489786175,0.45105536870856966,0.5492468134414832,97,6706
3,0.46816034138061374,0.0,0.1,0.01,0.0018387441978991277,0.4507395725261295,0.4511229315058243,0.5492468134414832,97,6706
4,0.47350490129183126,0.0,0.14,0.013999999999999999,0.0032387957592410117,0.45073350169291226,0.4511872199844237,0.5492468134414832,97,6706
5,0.47112001425049493,0.0,0.08,0.01,0.0020444072056975283,0.4506861778841649,0.4512290490460976,0.5492468134414832,97,6706
6,0.47632966023035683,0.0,0.1,0.01,0.0014926700539603765,0.4506764655041391,0.4513076780016425,0.5492468134414832,97,6706
7,0.47821041305844286,0.0,0.08,0.01,0.0010984048209854661,0.45068553487229596,0.4513774896137684,0.5492468134414832,97,6706
8,0.47355328978645284,0.0,0.06,0.006000000000000001,0.0007758241758241759,0.4506892193095847,0.4514183837872944,0.5492468134414832,97,6706
9,0.47284733123086886,0.0,0.02,0.002,6.153846153846154e-05,0.4506670591590855,0.451495281100135,0.5492468134414832,97,6706
10,0.47516674762204525,0.0,0.04,0.006000000000000001,0.0004047670639219935,0.4506838055778627,0.45155008477380076,0.5492468134414832,97,6706
FINAL,,0.0,0.04,0.006000000000000001,0.0004047670639219935,0.4506838055778627,0.45155008477380076,0.5492468134414832,,
